label,text
5221,"trader, buying and selling of provisions goods like soap, omo, biscuit, maggi, salt and others buying and selling of  provisions goods like soap, omo, maggi, biscuit, oils, and other provisions goods"
5243,"trader, buying and selling of groundnut cake ( kuli kuli) buying, counting and selling of groundnut cake, (kuli kuli)"
8321,"okada rider, commercial motorcycle rider, (kabu kabu) picking and dropping of passengers and collect money, commercial motorcycle rider,  okada"
6121,"rearing livestock, like goats sheeps and chicken feeding livestock, watering and taking care of the livestock health"
6111,"crop farmer growing of onion, papper, garlic and okro"
5211,"sales trader retailsales of maggi, palm oil, salt and groundnut oil"
9411,"retailsales =trader retailsales of garri, kulikuli, sugar"
6111,"crop farmer =helper help in growing of pepper, onion, carlic and okro"
6111,"help _crop farmer parking ,taking and distribution of local fertilizer to the farm land"
6121,helper _cattle farmer help_bread raising of cattle
5211,"help _sales trader retailsales of maggi  ,groundnut oil, salt and palm"
5211,"sales trader retailsales of sugar,bread  ,garri, kulikuli and biscuit"
8321,motorcycle driver picking of person from one place to another
8321,okada rider picking of person from one area to another
5211,"sales trader retailsales of maggi, salt, palm oil and groundnut oil"
5212,selling of prepared cooked food like awara buying and selling of prepared cooked food like awara
9411,selling of prepared cooked food like awara buying and selling of prepared cooked food like awara
6121,"rearing and raising of livestock and poultry rearing and raising of livestock, poultry like goat, sheeps, chickens, and guinea powl for sale"
9411,selling of prepared cooked food like rice and beans pepper and ok oil buying and selling of prepared cooked food like rice and beans pepper and ok oil
9411,selling of prepared cooked food like rice and beans prepared food like rice and beans pepper ok oil for sale
6114,"clearing of farm land for this year crops farming, like cutting down of grass applying manual fertilizer preparing for this year crops farming, clearing of farm land, cutting down of grass applying manual fertilizer"
6121,"rearing of raising livestock and poultry, like goat and sheeps, poultry like chickens and guinea powl raising and rearing of livestock and poultry like goat and sheeps, chickens and guinea powl for sale"
7511,"selling of meat, like goats and sheeps meat buying and selling of fresh,and suya meat ,goats and sheeps meat"
5212,selling prepared cooked food like awara selling of prepared cooked food like awara
5211,"making kuli kuli or grondnut cake and grondnut oil for sale selling of kuli kuli, grondnut cake and grondnut oil"
5212,selling of processing food like awara processing of suya beans to awara for sale
5211,selling of grains like millet guinea corn and beans buying and selling of grains leguminours crops like millet guinea corn and beans
6111,"crop farming  - planting, growing and harvesting of crops such as millet, guinea corn, maize, beans and groundnut planting, growing and harvesting of crops such as millet, guinea corn, maize, beans and groundnut"
6121,"livestock farming  - breed, raise and sell livestock such as goats and sheeps breed, raise and sell livestock such as goats and sheeps"
6121,"livestock farming - breed, raise and sell livestock such as cattle,sheep and goats breed,raise and sell livestock such as cattle, sheeps and goats"
5211,"retail trade  - buying and selling of food items like seasoning cubes, salt, pepper, dried okro and soap. buying and selling of food items like seasoning cubes, salt, pepper, dried okro and soap."
5212,"fast food seller - preparing,  frying and selling of awara preparing,  frying and selling of awara"
9411,"food selling  - preparing,  cooking and selling of food like rice and beans preparing, cooking and selling of food like rice and beans"
5212,food selling - selling of cooked food like rice and beans selling of cooked food like rice and beans
6121,"livestock farmer - breed, raise and sell livestock such as goats and sheeps breed, raise and sell livestock such as goats and sheeps"
5212,"retail trade  - preparing,frying and selling of groundnut oil and cake (kulikuli) preparing,frying and selling of groundnut oil and cake (kulikuli)"
9411,"food selling  - preparing, frying and selling of awara (local cheese) preparing, frying and selling of awara (local cheese)"
7317,hand craft - making and selling of local mats making and selling of local mats
9411,"selling of food - preparing, cooking and selling of food like tuwo, rice and beans preparing, cooking and selling of food like tuwo, rice and beans"
6310,"crop farming  - planting, growing and harvesting of crops like rice,cabbage, wheat planting, growing and harvesting of crops like rice,cabbage, wheat"
9411,"selling of food  - preparing, cooking and selling of pap selling of food  - preparing, cooking and selling of pap"
6111,"farming activities, like carrying of local manual to the farm, clearing of land,cutting of grass,leveling of ridges"
5141,"plating of women's hair(kitso) beutifying, and plating of women' s hair, by making weaving and other hair styles."
6111,"farming activities,like carrying of local manual to the farm,cutting of grass,and clearing of land clearing of land,carrying of local  manual to the farm"
6121,animals rearing like sheep and goats rearing of animals like sheep and goats
6111,"farming activities like carrying of local manual tothe farm clearing of land cutting of grass leveling the redges,for the nest coming rain"
6111,"farming  activities ,like carrying of local manual to the farm, etc clearing of land,cutting of grass,carrying of local manual to the farm"
6121,animals rearing like sheep and goats rearing ofanimals like sheep and goats
6111,"farming activities, like carrying of local manual to the farm,cutting of grass carrying of loal manual to the farm, applying of local manual to the farm clearing of land"
6121,animals rearing like sheep and goats rearing of  animals like sheep and goats
6121,animals rearing rearing of animals like sheep and goats
5211,selling of blouse and second  hand cloths selling of blouses and clothes second hand
5211,"trader selling of kuka dried,salt, tomato dried ,pepper dried etc selling of kuka dried,pepper, salt,tomato"
6111,farming activities clearing of land carrying of local manual to the farm applying of local manual to the farm
6310,"farmer planting,growing of sweet potatoes, onions and spring onions."
5212,retail trade- selling of fura da nono retail sale- selling of fura da nono
6310,"farmer- farming of vegetables  and root corps. farmer- arrigation farmer, planting, and harvesting of vegetables and root corps."
6310,"farmer- farming of corps farming, growing and harvesting of corps like, rice and millet and maize."
5223,"selling of omo, bar-soaps, bathing soap, perfumes, and sticks incents also small children pants, and other things for body make up. retail sale- selling of omo, bar - soaps, bathing soaps, perfumes, and incent sticks perfumes, alslo small children pants and baby wears, and other things for body make- up."
7511,selling of meat (butcher) retail sales-  buying and selling of fresh meat (cow meat) butcher
9111,"cleaning, sweeping washing and mopping in the phc where she works cleaners labourers- cleaning, sweeping, mopping, and washing of dirty items of the hospital where she works"
5212,selling of cooked or boiled casava (rogo) food. selling of cooked or boiled casava (rogo)
5211,"selling of sugar cane retial sale- buying of  sticks sugar cans from the market, then cutting selling out in small peices to customers of need."
6130,"farmer and rearing of animals farmer, farming of corps like millet, soughume, gunie corn, and soya- beans, rearing of animals, (goat and rams) also cattle animals like (cows)."
5212,"frying and selling of beans cake  (akara) making, frying, and selling of akara"
9611,collection of refuse or re-useable items from the street and dustbin  for re- cycle -(scamveger) retail trade- collection re- useable items from the street and dustbin for re- cycle then sell out
9313,"labourer- block making mixing of water, sand and cement to make blocks with use of local hand machine to make blocks for buildings."
7221,"blacksmiths making of hoes,cuttlas, knife,windors designer, and doors designer and repair"
5221,"trader, buying and selling of motorcycle  spare parts buying and selling of motorcycle spare parts"
5223,sales assistance selling  spare parts of motorcycles
5223,sales assistance selling spare parts of motorcycle
5223,sales assistance selling spare parts of motorcycles
7231,"motor mechanic repairing of vehicles like motor,toyota"
7531,"tailoring sewing of cloth like trouser ,shirts, children cloth etc"
6111,"crop farming growing of millet,rice,and onion"
5211,"trader selling of provision,like vasiline,omo,salt,suger,minerals,pure water,biscuit etc"
3221,civil servant hospital worker nursing and taking care of sick patient
5221,"retail trade- selling of ladies fashion bags, and texile materials like, laces and ankara. (wrappers) retail trade- selling of ladies fashion bags, and texile materials like, laces and ankara."
3341,"civil servant public relation officer in- charge of collection of data, data entry, public relation  officer during  and after  the census exercise, been conducted by their office from time to time."
3334,"land tenure and properties retail trade in, selling of land, and houses(properties)"
2310,"civil servant lecturing, impacting knowledge to student, through making research, by insruction, and learning materials."
5211,"retail trade, selling of sarchet water, ice- block, and locally made cold drinks, like zobo and soya milk. retail trade, selling of sarchet water, ice block and locally made drinks, like zobo and soya milk"
2330,"teacher teaching of secondary school students,  from ss1 to ss3. he teaches them biology and geography subjects, so that they can learn and have more knowledge about the subjects. using text books, exprementions and other learning materials."
5211,selling of chachole retail trade- buying and selling of fire wood (chachole)
5249,"selling of fire wood chachole sales girl, helping her mother  in the busnisses of selling chachole"
5211,trade selling of provisions selling of provisions like biscuits sweet omo soap
5211,selling of local biscuits (kuli kuli) prepared cooked food like local biscuits kuli kuli and grondnut oil
9411,prepared awara prepared cooked food like awara
5141,hair dressing and henna design (siffa) designing 0f henna on both hand and legs for women and hair dressing
5211,trader  selling of provisions selling of provisions like biscuits sweet omo soap
9411,selling of food selling of prepared cooked food like awara
5211,selling of prepared food selling of prepared cooked food like awara
5242,retail trade - selling of women hijab (body cover) clothe buying and selling of women hijab (body cover)
9520,retail trade - selling of road side petrol (black market) selling of petroleum by the road side (black market)
5212,selling of prepared food selling of prepared cooked food like awara
8322,driving transporter carrying people from one place to another (car driver)
7531,tailoring tailoring sewing of clothes like women buba girls dress
8322,driver (a car driver) a taxi driver carrying people from one place to another
5212,selling food selling of prepared cooked food like awara
5211,trader buying and selling of clothes like shirts trousers
7531,tailoring sewing of clothes sewing of material clothes like women buba girls dress
5211,retail trade - buying and selling of hijabs (women cover) buying and selling of hijabs (women cover)
5211,"retail trade - buying and selling of baobab powder, hijabs and detergent buying and selling of baobab powder, hijabs and detergent"
7531,tailoring - sewing new clothes and repairing of old clothes sewing new and repairing old clothes
7531,tailoring - sewing of new clothes and repairing of old clothes sewing and repairing of clothes
5211,retail trade  - buying and selling of cold satchet water buying and selling of cold satchet water
5211,"retail trade- buying and selling of tomatoes,  peppers and lettus buying and selling of tomatoes, pepper and lettus"
5243,"retail trade - buying and selling of vegetables like tomatoes, pepper, onion, lettuce and spinach. buying and selling of vegetables"
5242,retail trade  - buying and selling of traditional henna for women buying and selling of traditional henna for women
5141,"hair dressing, makeup artist and henna design hair dressing, makeup artist and henna design"
5141,hair dressing and henna design - designing of henna for women hair dressing and henna designing on hands and legs of women
9611,scarvenger - picking metals and irons from dump site to sell picking of metals and irons at the dump site to sell
5211,"retail trade  - buying and selling of grains such as millet, maize and beans buying and selling of grains such as millet,  maize and beans"
9112,cleaner in a primary school sweeping and cleaning of offices in a private primary school
5212,retail trade  - buying and selling of sugarcane buying and selling of sugarcane
8321,transportation - commercial motorcycle rider (okada) commercial motorcycle rider (okada)
5141,hair dressing and henna design hair dressing and henna design
5211,retail trade- selling of charcoal for cooking and cold satchet water selling of charcoal for cooking and cold satchet water
5211,"retail trade  - selling of bathing soap, bar soap, detergents and sweets selling of sweets, bar soap, detergent and bathing soap"
5211,"retail trade - buying and selling of under garments like women briefs and hijabs buying and selling of women under garment like briefs, pants and hijabs"
3352,revenue officer - collection of revenue and tax and production of number plates for vehicles production of number plates for vehicles and collection of revenue and tax
5211,"retail trade - selling of milk candy,peanut, and baobab seeds milk to small children. selling of milk candy, peanut and baobab seeds milk to small children"
5211,"trading, buying and selling of pommo trader, buying and selling of pommo,,  prepared cow skin for his mother"
5212,"trader,  buying and selling of drinks buying and selling of drinks, like  coca cola ,panta, cold water and other drinks"
7212,"welding activities joining metas together by using higher heat for making doors, windows, gets and other welding activities"
5211,"trader, buying and selling of drinks buying and selling of drinks like pure water, coca cola, panta and other drinks"
7212,welding activities joining metals  together by using higher heat to make doors or windows
7531,"tailoring, apprentices worker cutting yard, design, sewing clothes for making dresses"
7511,"butcher, slaughtering animals, cutting meat into pieces, washing and selling fresh meat"
5211,"trader, buying and selling of provisions goods like soap,omo, maggi, salt and others buying and selling of provisions goods like soap, omo, maggi, biscuit, oils and other provisions goods"
7531,"tailor, cutting yard, design, sewing clothes cutting yard, design, style, sewing clothes to make dresses"
5211,"trader, provisions, assisting her mother for selling of provisions goods like soap, omo, maggi, salt, sugar and others provisions goods"
9111,"domestic worker sweeping, fecthing water, cleaning  and other house activities for the family"
9611,"wasted goods seller,  (gwan gwan )  picking , waste aluminum, rubber, iron  and other wasted goods buying and measuring waste goods  like  aluminum, rubber, iron and other wasted for sales"
9212,"trading, buying and selling of livestock like goats, sheeps, and rams"
9411,frying awara cake and sales frying suya beans cake (awara) and sales
9411,"frying cake and sales, frying beans and cassava cake (akara) and sales"
7511,"butcher, slaughtering animals, cutting, washing and selling fresh meat"
5211,"trader, buying and selling of fresh rice  (gumi) buying measuring and selling of fresh rice ( gumi)"
5112,"transport conductor collecting fares,  issuing tickets, helping passengers  with baggage, and advising on destinations"
7511,"butcher, slaughtering animals, cutting meat  into pieces, washing and selling fresh meat"
9121,"clothes presser, pressing clothes to make clothes need after washed"
5141,"plating  of hair loosing, combing and plating of local hair styles"
5212,"cookedfood trader preparing ,cook and sells of koko and fried kose"
8332,trailer driver transportation of goods from one state to another
7531,"tailoring measuring, cutting  and sewing ofwomen cloths"
7522,"carpenter making tables, chairs, batchers, roofing  shops and houses."
5211,"retail sales of food items retailsales of tomatoes, green papper, red pepper, onions, cabbage ,ginger,carrot and okro"
5212,"food seller prepering, cooking and selling of food."
3522,"phones repairer, reparing of mobile phones, services, and replacement of spare parts, when phone doesn't function as expected"
9111,"domestic works sweeping the  floor, washing dishes, cleaning, food prepare assistant and other house activities"
7221,"blacksmith worker, shapes metal for making and repairs many things, like knives, rings, keys and other smiths activities"
8160,"granding activities, granding, pepper, tomatoes, onion and other fruit granding, pepper, tomatoes, onions,  okro and others"
9313,"mason,  building construction worker mason, cutting, and laying stones or blocks in building and plastering the wall"
7531,"tailor, cutting yard, design, sewing clothes tailoring activities, cutting yard, design, style, and sewing clothes for making dresses"
9313,"mason, building construction worker. mason, cutting, and laying stones or blocks for building and plastering walls"
5211,"trader, buying and selling of salt, maggi, vegetables and groundnut oils buying and selling of maggi, salt, vegetables and groundnut oils"
7531,"tailor, dressmaker cutting yard, design, style sewing clothes for making dresses"
5211,"trader,  buying and selling of provisions goods buying and selling of provisions goods like soap, biscuit, oils, omo, maggi, and other provisions goods"
7131,"painter worker, painting building,  like houses, schools and other building mixes colors or oils to obtain desired color"
5211,"trader, buying and selling of provisions goods buying and selling of provisions goods like soap, omo, maggi, salt, vegetables oil and groundnut"
6121,"livestock rearer, like goats sheeps and rams rearing livestock, watering, feeding and taking care of the livestock health"
5211,"trader, buying and selling of vegetables and groundnut oils buying, measuring and selling of vegetables and groundnut oils"
5412,"police officer, at a division of police, protecting people and their property in the area, advising people to be low abiding, inviting or arresting suspect to police station for explanation,  patrol , and take the suspect to the court"
9411,"awara cake maker, using suya beans for preparing, and  frying for making cake, (awara) for sales"
8331,"staff bus driver driving  staffs to office , to and fro"
5211,"retail trader buying and selling of nono,palm oil,kuka powder, granded pepper  and maggi."
7115,"carpenter roofing of shops, schools,houses, fisherbourd and market stores."
7122,"tiler tiling of mosque walls and floors, sitting room floors, bedrooms ,restroom and kitchens."
5211,"retailsales trader sales of charcoal,groundnut, sugar,palmoil,garri and kulikuli"
5211,"retailsales helper sales of sugar,bread ,garri, kulikuli and milk"
5211,"retailsales retailsales of sugar, kulikuli, garri and bread."
9621,an office massenger delivering messages to offices or to departments
2263,environmental worker keeping  total sanitation  of the entire hospital both inside and outside
1345,"civil servant supervising, inspecting  of school  to assure  quality management, teaching and learning activities."
2341,teacher teaching and preparing lesson plans and diaries.
6121,raising rearing of goat sheeps rearing and raising of animals like goat and sheeps
7531,tailoring sewing and miding of clothes
6121,rearing raising of animals like goat and sheeps rearing and raising of animals like goat and sheeps for sale to the customers
6122,raising of poultry rearing and raising of poultry like chickens and guinea paul sale to the customers
8322,driver car taxi driver transportation carrying of people from one place to another by car(taxi driver)
5211,selling of agro chemicals products(for killing grass and insects) selling of agro chemicals products like pesticides herbicides for(killing of grass and insects whipple growing of plants
5211,trader selling of provisions selling of provisions like biscuits sweet omo soap kuli sugar gari pepper salt
5212,selling prepared cooked food like awara akara selling of foods prepared like awara akara for sale to the customers
6121,rearing and raising of animals rearing and raising of animals like goat and sheeps cows
7531,tailoring sewing and miding of clothes like women buba girls dress school uniform
5211,"retail trade-selling blouses buying and selling of blouses like women clothes,man,shirts trousers shoes etc"
6320,rearing and raising animals rearing and rearing of animal like goat and sheeps
6121,rearing and raising animals like goat and sheeps raising and rearing of animals like goat and sheeps for sale to the customers
5211,selling of grains leguminours crops like millet guinea corn and beans maize buying and selling of grains like millet guinea corn and beans to the  maize customers
5211,selling fruits and vegetables like tomatoes okoro pepper green leaf onion buying and selling of fruits and vegetables like okoro pepper tomatoes onion
5211,"retail trade  - buying and selling of poultry such as chicken, guinea fowl and turkey buying and selling of poultry such as chicken, guineafowl and turkey"
8322,commercial taxi driver - drives people from one town to another drives people from one village/town to another in  a commercial taxi
5211,retail trade  - buying and selling of palm oil and groundnut oil buying and selling of palm oil and groundnut oil
5211,retail trade - buying and selling of agrochemicals such as pesticides and herbicides for killing of pests and weeds in the farm buying and selling of agrochemicals such as pesticides and herbicides for killing of pest and weeds in the farm
6122,"poultry farming - breed, raise and sell poultry such as chicken, guinea fowl and turkey breed,  raise and sell poultry such as chicken, guinea fowl and turkey"
5211,retail trade  - buying and selling of soya beans buying and selling of soya beans
5211,retail trade  - buying and selling of women blouse and under wear buying and selling of women blouse and under wear
7111,mason - building and construction of houses building and construction of houses
5211,retail trade  - buying and selling of rice grain buying and selling of rice grain
5211,retail trade  - buying and selling of sugarcane and sweets buying and selling of sugarcane and sweets
5211,retail trade - buying and selling livestock and poultry drugs and vaccines buying and selling of livestock and poultry drugs and vaccine
6122,"poultry farming  - breed,  raise and sell poultry such as chicken and guinea fowl poultry farming - breed,  raise and sell poultry such as chicken and guinea fowl"
5211,retail trade  - buying and selling of sweet potatoes and moringa leaves buying and selling of sweet potatoes and moringa leaves
9411,"preparing, frying and selling of awara preparing,  frying and selling of awara"
6122,"poultry farming - breed,  raise and sell poultry such as chicken and guinea fowl poultry farming  - breed, raise and sell poultry such as chicken and guinea fowl"
5211,retail trade- buying and selling of women blouse and under wear buying and selling of women blouse and under wear
5211,"retail trade  - buying and selling of detergent,  salt and seasoning cubes buying and selling of detergent,  salt and seasoning cubes"
5211,"trader,buying and selling charcool and firewood buying and selling of charcool and firewood"
7531,"tailorinng sewing of cloth,like shirts, boys cloth and women dress"
9311,labourer offloading and loading of cement and other materials
3322,"motor driver, tipper carrying of sand and gravels washed for sale"
6121,animals  rearing like sheeps and goats rearing ofsheeps and goats
9212,animals rearing rearing of like sheeps and goats
6121,animals rearing rearing ofgoats  and sheep
9212,animals rearing like sheeps and goats rearing of sheeps and goats
9329,block making  for sale moulding of celment  blocks for building
9329,blocks making for sale moulding of cement blocks for building
6121,rearing animals rearing of animals like goats and sheeps
8331,motor driver pick and drop pasengers from one place to another
5212,"selling of food cook food,and sell the food serve/distribute food"
5212,selling of food coock food and sell the food
5212,"selling of food coock food, and sell the food"
9122,car wash and motorcycle washing of car and motorcycles of peoples
9122,car wash washing of car and motorcycles
9122,car wash and motorcycles washing of cars and motorcycles
5211,selling of matresses (foam) retail trade- selling of foam matresses.
5211,"selling ground-nut oil (mangyada) buying of ground-nut, in big amonut, from the market, then selling out to individual customers according to price and quantity."
7531,tailor sweing of both men and womens clothes.
5211,"selling of soup ingredents retail trade- selling of soup ingredents, maggi, salt, pepper, onions etc"
9111,"domestic house help washing of plates, sweeping,  and moping."
5223,"selling of soup ingredents, in the house. retail trade- selling of soup ingredents like, ground nut oil, palm oil, maggi, salt, dried pepper, dried okro, kuka powder, onions, tomatoes and other vegetables."
8332,"driver truck driver,  long distance truck driver, conveying goods and other services from one location to another"
7522,"capenter capentry works, making of beds, chairs, tables, (furnitures)"
5211,"selling of raw rice( before milling process) retail trade- selling of raw rice, buying of raw rice, then milling the rice, into finished rice and then sell out to customers."
9311,"labourer cement company, labourer, he is a (packer), he in- charge of arranging and putting sacks/bags into the machine, for packaging of cement."
5211,"owns a provision store retail trade- selling of provision items,  like food items, beans, rice, sougume and millet then provions like body creams, soaps, perfumes, seasonings etc."
2353,"teacher (malam) teaching, teaching of small children, boys and girls between the ages of 3 to 18 years of age, islamic studies, and islamic morals. with the use quran and hadith books, morning and evening classes, each day. through non - formal islamic schooling."
9411,selling of koko and kosai retail trade- selling of koko and kosai on the street road
5211,"selling of chachole retail trade- selling chachole, buying in buck like 1 bag of chachole, then distributing the chachole into small potion, then tieying the chachole in small leolon bags according to price then sell off to customers."
7513,selling of fura da nono retail trade- selling fura da nono
7115,"capenter capentery works, like making of zink roofing on buildings, also making of local wood chairs."
9520,"selling of fire wood selling of fire wood, selling of fire wood to customer for daily need."
6113,"gardener, watering of plants gardener, watering of plants, like dates, flowers, and red sweet potatoes plant,"
6121,"rearing and raising of livestock like goat and sheeps for sale raising of rearing of livestock, like goat and sheeps for sale"
7513,selling of prepared processing food like fura and nono buying and selling of prepared processing food like fura and nono for customers
6121,"rearing and raising of livestock, like goat, sheeps for sale raising of rearing of livestock, like goat and sheeps for sale"
5211,"selling of provisions, trader selling of provisions like biscuits sweet omo soap kuli sugar buying and selling of provisions, like biscuits sweet omo soap kuli sugar gari, etc"
5211,"butcher, selling of fresh and suya meat like goat sheeps meat buying and selling of fresh and suya meat like goat and sheeps meat"
6111,"dry session farming planting weeding and harvesting of vegetables like tomatoes okro pepper fresh, green leaf, water leaf, lettuce harvesting of vegetables, like green leaf, water leaf, lettuce, tomatoes, pepper fresh, okro fresh"
6121,"rearing and raising of livestock like goat sheeps raising,rearing, buying and selling of livestock like goat sheeps"
6111,"farming_farming of vegetables crops like, green leaf, water leaf, lettuce, tomatoes, pepper fresh harvesting of vegetables, like green leaf, water leaf, lettuce, tomatoes, pepper fresh,"
9411,"selling of prepared cooked food, like rice and beans pepper and ok oil buying and selling of prepared cooked food like rice and beans pepper and ok oil"
5212,selling of prepared cooked food like rice and beans pepper and ok oil buying and selling of prepared cooked food like rice and beans pepper and ok oil
5211,"retail trade  - buying and selling of food items like seasoning cubes, salt, pepper, palm oil, detergent and kulikuli buying and selling of food items like seasoning cubes, salt, pepper, palm oil, detergent and kulikuli"
9520,retail trade  - buying and selling of sugarcane buying and selling of sugarcane
5211,"retail trade  - selling of food items like seasoning cubes, salt, pepper, palm oil, detergent and kulikuli selling of food items like seasoning cubes, salt, pepper, palm oil, detergent and kulikuli"
6320,"livestock and poultry farmer - breed, raise and sell livestock and poultry such as cattle, sheep,  goat, chicken and guinea fowl breed, raise and sell livestock and poultry such as cattle, sheep,  goat, chicken and guinea fowl"
6320,"livestock and poultry farming - breed,  raise and sell livestock and poultry like cow, sheep, goat, chicken and guinea fowl. breed,  raise and sell livestock and poultry like cow, sheep, goat, chicken and guinea fowl."
7511,butcher - buying and selling of beef and mutton buying and selling of beef and mutton
9411,"fast food preparer - prepare, cook and sell masa prepare, cook and sell masa"
5211,retail trade  - buying and selling of kulikuli and awara buying and selling of kulikuli and awara
6222,fishing - capturing and selling of fresh fish capturing and selling of fresh fish
9520,buying and selling of kulikuli and awara buying and selling of kulikuli and awara
5211,selling of kulikuli and awara selling of kulikuli and awara
5212,"food preparer  - prepare,  cook and sell fura prepare,  cook and sell fura"
5212,retail trade - selling of fura and cow milk selling of fura and cow milk
5212,selling of fura and nono selling of fura and nono (cow milk)
6121,"livestock farming  - breed,  raise and sell livestock such as cattle, sheep and goats breed, raise and sell livestock and poultry like cow,s heep and  goat."
5212,food preparing  -  preparing and selling of fura preparing and selling of fura
5211,"rearing and raising of livestock  like goat  sheeps buying and selling, of livestock, like goat sheeps"
6111,clearing of farm land for this year crops farming like cutting down of grass applying of fertilizer for planting of millet guinea corn and beans harvesting of cereal leguminours crops like millet guinea corn and beans
5212,prepared cooked food like awara for sale buying and selling of prepared cooked food like awara
6122,"raising of poultry, like chickens and guinea powl for sale rearing and raising of poultry like chickens and guinea powl for sale"
6121,"rearing and raising of livestock rearing and raising of livestock like goat, sheeps for sale"
5211,"retail trade, of selling soft drinks retail trade of selling soft drinks, like coca-cola fanta fure water, mult drinks schweppes lacasera etc"
5211,"retail selling of vegetables, like green leaf, lettuce, tomatoes, pepper fresh, buying and selling, of vegetables, like green leaf lettuce, tomatoes, pepper fresh."
5211,"retail trade selling of provisions like biscuits sweet omo soap kuli kuli, sugar  etc buying and selling of provisions like biscuits sweet omo soap kuli kuli salt sugar etc"
5211,"selling of sugar cane, buying and selling of sugar cane, buying in bundle, selling in pieces, like cutting it into.pieces"
6111,"farming of millet guinea corn and beans, clearing of farm land like cutting down of grass applying of manual fertilizer for this year crops farming clearing of farm land for this year crops farming, like cutting down of grass applying of manual fertilizer for this year crops farming, like millet guinea corn and beans"
5211,"retail selling of sugar cane, buying and selling of sugar cane, in bundle, selling it in pieces like, cutting it into pieces"
6121,"rearing and raising of livestock like goat sheeps for sale raising and rearing of livestock, like goat, sheeps for sale"
5211,"retail trade of selling, soft drinks like coca-cola fanta fure water mult drinks schweppes lacasera etc buying and selling of soft drinks like coca-cola fanta fure water mult drinks schweppes lacasera etc"
5211,"retail trade of selling provisions like, selling of omo soap biscuits sweet etc buying and selling of provisions like biscuits sweet omo soap etc"
7531,tailoring - sewing and repairing of old clothes sewing and repairing of old clothes
7531,tailoring  - sewing and repairing of clothes sewing and repairing of clothes
7531,tailoring  - sewing of new clothes and mending or repairing of old clothes. sewing of new clothes and mending or repairing of old clothes.
9331,wheel barrow pusher - pushes wheel barrow and carry people's luggage for commercial purposes pushes wheel barrow and carry people's luggage for commercial purposes
5211,"retail trade  - buying and selling of food items like seasoning cubes, salt, pepper, palm oil, detergent, bar soap and lots more buying and selling of food items like seasoning cubes, salt, pepper, palm oil, detergent, bar soap and lots more"
5211,"retail trade  - selling of food items like seasoning cubes, salt, pepper, palm oil, detergent, bar soap and lots more selling of food items like seasoning cubes, salt, pepper, palm oil, detergent, bar soap and lots more"
5211,"retail trade  - buying and selling of food items like seasoning cubes, salt, vegetable oil, detergent, bar soap and many others. buying and selling of food items like seasoning cubes, salt, vegetable oil, detergent, bar soap and many others."
5211,"retail trade  - buying and selling of provisions like soap, vaseline, detergent, salt and seasoning cubes. buying and selling of provisions like soap, vaseline, detergent, salt and seasoning cubes."
6121,"livestock farming  - breed,  raise and sell livestock such as goats and sheeps breed,  raise and sell livestock such as goats and sheeps"
9411,"food preparing and selling - prepares, cook and sell food food preparing and selling - prepares, cook and sell food"
5211,"retail trade  - buying and selling of provisions like soap, detergent, salt, pepper, palm oil,groundnut oil and more. buying and selling of provisions like soap, detergent, salt, pepper, palm oil,groundnut oil and more."
5211,retail trade - buying and selling of sugarcane retail trade - buying and selling of sugarcane
9411,"food selling  - prepare, cook and sell food prepare, cook and sell food"
6111,"crops and vegetables farming, onions, pepper, tomatoes, millet and guinea corn watering onion and pepper, preparing land, applying local fertilizer"
5211,"trader, buying and selling of onions buying storing and selling of onions"
5211,buying and selling of onions buying storing and selling of onions
6111,"vegetables and crops farmer, onions, pepper, tomatoes, millet, guinea corn and beans applying local fertilizer, watering onion, tomatoes and pepper"
6121,"rearing livestock, goats and sheeps livestock rearer, feeding, watering and taking care of there health"
5211,"trader, buying and selling of vegetables, onions bags buying and selling of  bags of onions"
5211,"trader, buying and selling of onions buying and selling of vegetables, bags of onions"
5211,"trader, buying and selling of livestock, goats, sheeps and rams buying and selling of livestock, goats, sheeps and rams"
9411,"foods seller, rice foods (tuwon shinkafa) preparing and cooking food, and sales to customers"
5211,"trader, buying and selling of vegetables,  onions and pepper buying, storing and selling of onions and pepper"
5212,"foods seller assistant, selling of foods (tuwon shinkafa) selling of prepared foods,  (tuwon shinkafa)"
5211,"trader, buying and selling of provisions goods, soap, biscuit, oils, maggi, salt and others buying and selling of provisions goods like soap, omo, biscuit, vegetables and groundnut oils and other provisions goods"
9411,"awara food maker and sales, using suya beans for preparing frying awara cake for sales"
9411,"awara foods sales  assistant,  selling awara for her mother selling of prepared awara food for her mother"
5212,"trader,  buying and selling of vegetables ,onions, buying storing  and selling of vegetables, onions,"
5221,"trader, buying and selling of provisions goods, like maggi, salt, sugar, omo, biscuit and many other provisions goods, trader, buying and selling of provisions goods like soap, omo, maggi and many other provisions goods"
5221,"trader ,provisions goods, sales assistant provisions goods, assisting her mother for selling of provisions goods , maggi, salt, omo, soap, sugar and others"
8321,motorcycle rider picking and dropping of person from one place to another
6111,"crop farmer growing of millet, guinea corn, beans and maize"
6111,help in crop farming planting  of crop and applying fertilizer
5211,"sales trader retailsales of kuli kuli, garri and sugar"
5211,"help _sales tr5 retailsales of kuli kuli, garri and sugar"
7514,wholesale and retailsales trader wholesale and retailsales of onions and watermelon
9520,sales trader  _help help in retailsales of onions and water melon
