id,jobnumber,query,prevalidated
5e021a0f292e4c8a854eb42954780f3b211,1.0,"trader buying of scrap materials from scavengers, gather it till ita much and reselling to tjoae that buy in larger quantity",9611
4877391a75d84d07a74fd01c92ea8854211,1.0,sales representative buying and selling of fertilizer,5211
4877391a75d84d07a74fd01c92ea8854221,1.0,community health extensions worker  (chew) providing basic health and medica5care within a community,3253
1efbc189c6c74568af19abe66198227c121,1.0,"trader buying and selling of ladies clothes, wrappers, vails, shoes",5211
77acf66d051f4a4eb135f27042319bcf111,1.0,trader buying of dental materials and supplying to dental clinics and hospitals,5211
3e1004f02bba4d74a0732f0e5b03810e121,1.0,"office assistant seeing to the smooth running of the office, filing of documents, making photocopies, receiving of documents on behalf of the boss, running genreal office errands",4110
3e1004f02bba4d74a0732f0e5b03810e131,1.0,"printer painting of invitation cards, programs for all kind of events, banner, signages, posters etc",7322
f591353b000b426b852e1194338a2e19111,1.0,flight control officer of the air force ensure the safety of air traffic through flight watch añd dispatch,3154
1bcf0dbc3e174761b4f57b734e4f72ae111,1.0,car dealer  - buying and selling of motor vehicle's buying and selling of cars,5242
1bcf0dbc3e174761b4f57b734e4f72ae121,1.0,"petty trader  - buying and selling of candy , biscuit and satchet water buying and selling of candy , biscuit and satchet water",5221
1bcf0dbc3e174761b4f57b734e4f72ae131,1.0,sales person at car stand attending to customer's demand and contact service,5244
1bcf0dbc3e174761b4f57b734e4f72ae151,1.0,"selling of candy,  biscuit and satchet water selling of candy,  biscuit and satchet water",5212
1bcf0dbc3e174761b4f57b734e4f72ae161,1.0,"selling of candy,  biscuit and satchet water selling of candy,  biscuit and satchet water",5211
aa905666c9be42409ecef4702824f8e8111,1.0,"security consultant - consultant in security  matters advising clients on security matters ,  contractor in security system management,  recruiting and inspection of security personnel",1349
7f913ef37c07499ca1ec6d0144601b0d111,1.0,agent -  land agent connecting land owner and buyer,3334
ee49c9ee760f41859f1ffc4d0ba5648d111,1.0,tailor - sewing of male traditional dresses sewing of male traditional dresses,7531
ee49c9ee760f41859f1ffc4d0ba5648d121,1.0,tailor - making female dresses cutting and sewing of female dresses,7531
584e2bb6e9134c0baaa6b1f2618a0463511,1.0,"farmer preparation of the farm by weeding and clearing of bushes, spreading of manure and selli6of crops farmed",6111
584e2bb6e9134c0baaa6b1f2618a0463521,1.0,"teacher islamic teacher, teaching islamic studied",2353
0d19fc53fcf3478f8de1506c493781bc111,1.0,"trader provision store owner, buying and selling of soft drinks, sachet water, bread, biscuits, maggi, salt, sugar, groundnut, detergent etc",5211
0d19fc53fcf3478f8de1506c493781bc121,1.0,trader buying of grains and cereals in bags and reselling using a mudu,5211
0d19fc53fcf3478f8de1506c493781bc171,1.0,trader buying of raw groundnut fry it and sell the fried groundnut,5211
c3c3a22a653246749b5baf08f8833fd0111,1.0,"trader provision store owner, buying and selling of different products",5211
c3c3a22a653246749b5baf08f8833fd0121,1.0,trader buying of raw groundnut frying it and reselling the fried groundnut,9411
c3c3a22a653246749b5baf08f8833fd0131,1.0,trader helping at his father's shop to sell,5211
c3c3a22a653246749b5baf08f8833fd0141,1.0,trading taking the groundnut her mother fried to sell around the community,5212
c3c3a22a653246749b5baf08f8833fd0171,1.0,trader assisting his father in selling at his provision store,5211
a6e9a77c167f406d9c67496b5e5ff552211,1.0,machine operator operating of the machine used in a bottle water production factory,8183
a6e9a77c167f406d9c67496b5e5ff552221,1.0,"trader buying of soft drinks in crates, sachet water in bags frerigerating it and reselling in retail",5212
a6e9a77c167f406d9c67496b5e5ff552231,1.0,trader helping his mother in selling of minerals and sachet water,5212
a6e9a77c167f406d9c67496b5e5ff552241,1.0,trading assisting the mother in selling of sachet water and soft drinks,5212
6831258472a746a4a0ffb0698b5e3af3111,1.0,"farmer  - irrigated farming of sugarcane and maize watering of crops using  mechanized water pump, weeding and ridging.",6111
6831258472a746a4a0ffb0698b5e3af3121,1.0,household and office furnitures production supervision of employees and purchasing of materials use for production,3122
6831258472a746a4a0ffb0698b5e3af3131,1.0,shopkeeper  - shop keeper attending to customer enquiries,5221
6831258472a746a4a0ffb0698b5e3af3141,1.0,learning how to make male traditional dresses learning by observing and practicing minor tanks,7531
384e23a598614954a55b57a349ec138c111,1.0,"poultry farmer - raising and selling of chickens feeding of birds,  and paying for veterinary services",6122
384e23a598614954a55b57a349ec138c121,1.0,apprentice tailoring activities learning by observing and practicing minor tanks,7531
384e23a598614954a55b57a349ec138c131,1.0,sweeping poultry and feeding of birds sweeping poultry and feeding of birds,6122
384e23a598614954a55b57a349ec138c141,1.0,sweeping poultry and feeding of bird sweeping poultry and feeding of bird,6122
a00e49fd058246679583dee78da4119a111,1.0,"trader  - buying and selling of  potatoes,  cassava and cocoyam. request for supply,  approve payment, and approve in favour of some customers that are buying on credit.",5211
a00e49fd058246679583dee78da4119a121,1.0,buying and selling of charcoal and mangoes buying and retailing of charcoal and mangoes,5211
a00e49fd058246679583dee78da4119a131,1.0,carpentry apprentice  :- learning how to make household and office furnitures learning by observing and practicing minor tanks,7522
2a0dc1494b3a48dd8a890a7fb2463451111,1.0,farmer -: rearing of goats and chicken rearing of goats and chickens,6330
2a0dc1494b3a48dd8a890a7fb2463451121,1.0,"buying, roasting and selling of groundnut buying of raw groundnut, roasting and selling of roasted groundnut",5212
2a0dc1494b3a48dd8a890a7fb2463451131,1.0,commercial motorcycling  (okada) converying of passengers and goods from one place to another,8321
2a0dc1494b3a48dd8a890a7fb2463451141,1.0,selling of roasted groundnut moving about while selling roasted groundnut,5243
2a0dc1494b3a48dd8a890a7fb2463451151,1.0,selling of roasted groundnut moving about while selling roasted groundnut,5243
2f3507d51fe446a78f75095f9f36021e111,1.0,farmer  :- farming vegetables and rice supplying of water using m2echanised water pump,6111
2f3507d51fe446a78f75095f9f36021e121,1.0,petty trader  - buying and selling of mango buying and retailing of mango by the street,5211
2f3507d51fe446a78f75095f9f36021e131,1.0,commercial motorcycling on higher purchase conveying of passengers and goods from one place to another.,8321
2f3507d51fe446a78f75095f9f36021e141,1.0,commercial motorcyclist (okada) conveying passengers and goods from one place to another,8321
2f3507d51fe446a78f75095f9f36021e151,1.0,selling of fresh mangoes moving about while selling of fresh mangoes,5211
2f3507d51fe446a78f75095f9f36021e161,1.0,retail selling of fresh mangoes moving about while selling of fresh mangoes,5211
49562d3334944f87b9f3342c80e82da5111,1.0,building engineer  - construct and renovate structures and roads supervising construction works at construction sites,3123
49562d3334944f87b9f3342c80e82da5121,1.0,teacher - teach private school students on science subjects as biology teaching senior secondary school students on science subjects (biology),2330
9e44aa5aba084bfd87c7da231988777e111,1.0,"motor mechanic - repair and servicing of vehicles, mainly long vehicles such as trailers repairing and servicing of trailers",7231
9e44aa5aba084bfd87c7da231988777e121,1.0,"retail trader  - buy, repackage and sell charcoal and cooking oil as palm and ground nut oil repackaging and selling of charcoal and cooking oil",5211
07a896dd1a174af9bee760a6dd45669a111,1.0,okada rider - transport of passengers and languages transporting passengers arround and outside town,8321
07a896dd1a174af9bee760a6dd45669a121,1.0,"retail trader  - buy and sell food additives and spices such as maggi cubes, salt, dawa dawa selling of food spices as maggi cubes, salt and other additives",5211
07a896dd1a174af9bee760a6dd45669a131,1.0,retail trader  - buy and sell local tatoo (lalle) for fashion designs repackaging and selling of lalle,5211
07a896dd1a174af9bee760a6dd45669a171,1.0,"sales representative - retail sales of medical goods, cosmetics as paracetamol, ointements in a chemist selling of medicines in a chemist",5223
07a896dd1a174af9bee760a6dd45669a1101,1.0,"retail trader  - buy and sell articles as jeweleries, dye (lalle) and eye lids selling of jeweleries, local dye (lalle) and eye lids",5211
07a896dd1a174af9bee760a6dd45669a1111,1.0,"refuse sorter - collect, buy and sell used items such broken electronic devices collecting, buying and selling of used and wasted items",5211
07a896dd1a174af9bee760a6dd45669a1121,1.0,sales assistant  - retail sales of medical goods and cosmetics learning how to sell medical goods and cosmetics as creams,5223
07a896dd1a174af9bee760a6dd45669a1131,1.0,"refuse sorter   - collecting,  buying and selling of used and wasted items such electronic appliances collecting and selling of used and wasted electrical and other devices",9612
dceeecaa19cf4720bff7a394f1d70cc4111,1.0,"retail trader - production and selling of non-alcoholic local soft drinks such as pineapple, tigernut and ice blocks production and selling of non-alcoholic local soft drinks such as pineapple, tigernut and ice blocks",1321
dceeecaa19cf4720bff7a394f1d70cc4121,1.0,"retail trader - production and selling of non-alcoholic local soft drinks such as pineapple, tigernut and ice blocks production and selling of non-alcoholic local soft drinks such as pineapple, tigernut and ice blocks",5211
6a97c4ae35214c4588a47f9e0c188933121,1.0,"retail trader - buying and selling of maize flour, grounded pepper, kuli-kuli and charcoal for commercial purpose selling of maize flour, grounded pepper, kuli-kuli and charcoal for commercial purpose",5211
6a97c4ae35214c4588a47f9e0c188933131,1.0,mechanic - maintaining and repairing of motor vehicles engines and other machinery maintaining and repairing of motor vehicles engines and other machinery,7231
6a97c4ae35214c4588a47f9e0c188933141,1.0,"plaster of paris (pop) designer - coating  of walls, ceilings and architectural designs in buildings using pop coating of walls, ceilings and architectural designs in buildings using pop",7121
6a97c4ae35214c4588a47f9e0c188933151,1.0,"carpenter - building, repairing of wooden objects and structures such as chairs, tables, wardrobes, beds and other furnitures building, repairing of wooden objects and structures such as chairs, tables wardrobes, beds and other furnitures",7115
15077f8d04ac4a318ef28dd803a984bf211,1.0,"automotive engineer - design, develop, fabricate and test vehicles or vehicles components from the concept stage to production stage design, develop, fabricate and test vehicles or vehicles components from the concept stage to production stage",2141
6e097fc5e9624eb59d633785a0d94cb8211,1.0,mechanic - maintaining and repairing of motor vehicles engines and other machinery mechanic - maintaining and repairing of motor vehicles engines and other machinery,7231
6e097fc5e9624eb59d633785a0d94cb8221,1.0,"retail trader - buying and selling of roasted groundnut, sugar coated tigernut and charcoal selling of roasted groundnut, sugar coated tigernut and charcoal",5211
6e097fc5e9624eb59d633785a0d94cb8231,1.0,retail trader - buying and selling of second hand motor vehicles spare parts selling of second hand motor vehicles spare parts,5211
6e097fc5e9624eb59d633785a0d94cb82101,1.0,recruit (military personnel) - maintaining and repairing of armoured military vehicles and other machinery maintaining and repairing of armoured military vehicles and other machinery,7231
09272da01c7946aea8649c29fb15191f411,1.0,house painter painting of buildings and screeding of walls,7131
612c87234f1a495e93588cfd6e89e7af211,1.0,"gardener planting of flowers, trimming of flowers, weeding of the flower bed and general gardening works",9214
a8ec3b756aae47caa1e6154cc1b7d5c2111,1.0,motorcycle rider taking someones kids to school and bringing them back home after school,8321
a8ec3b756aae47caa1e6154cc1b7d5c2121,1.0,trader buying and reselling in a shop,5211
1a35c7901ed14daa8bb30ae1020beaf0111,1.0,"motor mechanic -  honda car repairer repairing of honda car engine, bearing,  steering etc",7231
1516f3bc66be407fb2ed801c40b1e10e311,1.0,commercial bus driver - intra state transport operator conveying of passengers and goods from one place to another with the state.,8331
1516f3bc66be407fb2ed801c40b1e10e321,1.0,"frying and selling of bean cake (akara kose) mixing of beans paste and other ingredients,  frying and selling",5212
1516f3bc66be407fb2ed801c40b1e10e331,1.0,apprentice  - panel beater learning how to repair dented or damaged vehicles body,7213
1516f3bc66be407fb2ed801c40b1e10e341,1.0,preparing of beans use in making bean cake washing and peeling of bean chaff,9411
1516f3bc66be407fb2ed801c40b1e10e351,1.0,washing of plastic dishes and bowl used for making and selling bean cake washing of plastic dishes and bowl used for making and selling bean cake,5212
b0dfde4862654ee4afe1f6b8daa3de8b211,1.0,buying and selling of cosmetics buybuying and selling of cosmetics,5211
b0dfde4862654ee4afe1f6b8daa3de8b221,1.0,hairdresser - planting of ha8r planting and weaving of hair,5141
c66faa015b1a4ee2a99655bd668dcafe111,1.0,"a police officer a police officer,securing the lives of people within the road side",5412
c66faa015b1a4ee2a99655bd668dcafe121,1.0,grinding of tomatoes and pepper within the house grinding of tomatoes and pepper within the house,8160
c66faa015b1a4ee2a99655bd668dcafe131,1.0,selling of fruits beside the road selling of fruits beside the road,5211
c66faa015b1a4ee2a99655bd668dcafe141,1.0,selling of fruits beside the road selling of fruits beside the road,5211
e5fcbf38b6d64938b28accaa44599fc3411,1.0,buying and selling of agricultural raw foods and selling buying and selling of agricultural raw foods and selling,5211
e5fcbf38b6d64938b28accaa44599fc3421,1.0,selling of rice within the house selling of rice within the house,5211
e5fcbf38b6d64938b28accaa44599fc3431,1.0,(mai shayi) selling of tea and bread (mai shayi) selling of tea and bread,5212
e5fcbf38b6d64938b28accaa44599fc3441,1.0,help in household domestic activities help in household domestic activities,9111
e5fcbf38b6d64938b28accaa44599fc3451,1.0,help in household domestic activities help in household domestic activities,9111
5cce794217934226abce231ecd973ee3411,1.0,primary school teaching work impacting primary education on pupils,2341
5cce794217934226abce231ecd973ee3421,1.0,production of groundnut cake and extraction of groundnut oil production of groundnut cake and extraction of groundnut oil,9411
c74eaae9c09048c38fc9b171b7881b50211,1.0,"rearing of cattles, sheeps, goats and local chickens rearing of cattles, sheeps, goats and local chickens",6121
e768d322a4094142b832e0a3634423d2411,1.0,"a driver,driving of a car from one place to another commercially a driver,driving of a car from one place to another commercially on the road",8322
dec5c3fcd8ce4ab4af3ddecc20ba05f4111,1.0,"a trader, buying and selling of soap,washing powder, soup ingredients, milk powder etc a trader, buying and selling of soap,washing powder, soup ingredients, milk powder etc",5211
dec5c3fcd8ce4ab4af3ddecc20ba05f4121,1.0,"rearing of animals livestock cows,sheeps goats and chickens rearing of animals livestock cows,sheeps goats and chickens",6121
dec5c3fcd8ce4ab4af3ddecc20ba05f4131,1.0,help in household domestic activities like fetching water and buying spices etc help in household domestic activities like fetching water and buying spices etc,5152
e9e0ed568b0a4275832cfa1b0c0d71a6211,1.0,"rearing of animals livestock cows,sheeps goats and chickens rearing of animals livestock cows,sheeps goats and chickens",6121
e9e0ed568b0a4275832cfa1b0c0d71a6221,1.0,selling prepared home made kuli kuli and groundnut oil within the house selling prepared home made kuli kuli and groundnut oil within the house,5211
1793d537ed254f819b4ed46a0f1118e5111,1.0,"a driver ,commercial driver driving from one place to another a driver ,commercial driver driving from one place to another",8322
1793d537ed254f819b4ed46a0f1118e5121,1.0,"rearing of animals livestock,cows, goats and chickens rearing of animals livestock,cows, goats and chickens",6121
2514529c14c446a288c6ff8f74868606311,1.0,"a driver ,commercial driver driving from one place to another a driver ,commercial driver driving from one place to another with people",8322
2514529c14c446a288c6ff8f74868606321,1.0,"rearing of animals livestock,cows, goats and chickens rearing of animals livestock,cows, goats and chickens",6320
2514529c14c446a288c6ff8f74868606331,1.0,selling of groundnut oil within the house selling of groundnut oil within the house,5242
2159b9d5dd83477685750c57b372074b111,1.0,"selling of agricultural seeds like maize, beans,guinea corn etc selling of agricultural seeds like maize, beans,guinea corn etc",5211
2159b9d5dd83477685750c57b372074b121,1.0,selling of groundnut oil within the house selling of groundnut oil within the house,5211
2159b9d5dd83477685750c57b372074b131,1.0,selling prepared masa and vegetable stew within the house selling prepared masa and vegetable stew within the house,7514
2159b9d5dd83477685750c57b372074b141,1.0,"a trader, buying and selling of soap,washing powder, soup ingredients, milk powder etc a trader, buying and selling of soap,washing powder, soup ingredients, milk powder etc",5211
2159b9d5dd83477685750c57b372074b151,1.0,"a trader, buying and selling of soap,washing powder, soup ingredients, milk powder etc a trader, buying and selling of soap,washing powder, soup ingredients, milk powder etc",5211
2159b9d5dd83477685750c57b372074b161,1.0,help in household domestic activities like fetching water and buying spices help in household domestic activities like fetching water and buying spices,9111
2159b9d5dd83477685750c57b372074b171,1.0,help in household domestic activities like fetching water and buying spices help in household domestic activities like fetching water and buying spices,9111
d398a82f93f54ddbabd4059fa27a6d3c111,1.0,"mixed crop- farming of crops like millet, beans and yakuwa harrowing of soil, planting of yakuwa,millet and beans and taking of organic manure to farm land",6111
d398a82f93f54ddbabd4059fa27a6d3c121,1.0,"livestock farmer-rearing of sheeps, goats,local chicken and ram rearing of local chickens,goats, sheeps and ram",6121
88994638ac9941aab9b9e71f0ec2b78a211,1.0,"mixed crop farming transporting of manure to farm,land clearing for planting for own farming",6114
88994638ac9941aab9b9e71f0ec2b78a221,1.0,hair dresser-plating of hair for money hair dressing plating job,5141
ca00545191564a03a9ea29a598a2390d111,1.0,"mixed crop farming platting, tranplanting of manure, land clearing for own farming",6111
dd086d6593eb4bd69f2c2e839ea1786e121,1.0,"cook, prepare foods for sale, like soya beans cake(awara) frying soya beans  cake(awara) for sale",9411
dd086d6593eb4bd69f2c2e839ea1786e141,1.0,"cook, prepare foods for sale, like soya beans cake(awara) frying soya beans  cake(awara) for sale",9411
e078eb35c0d14b058863ddc2e7273332111,1.0,transportion business conveying of passenger from one point to another for pay,8321
962e30943a444056b6f8b5bd0b9d3391111,1.0,"mixed crop farming, farming of crops like millet, groundnuts and sorghum planting, tilling of soil and applying organic manure on farm la",6114
962e30943a444056b6f8b5bd0b9d3391121,1.0,"cook, prepare meals for sale, like rice and beans and soya beans cake(awara) preparing of foods for sales.",5212
962e30943a444056b6f8b5bd0b9d3391131,1.0,"mixed crop farming, farming of crops like millet, groundnuts and sorghum planting, tilling of soil and applying organic manure on farm la",6111
962e30943a444056b6f8b5bd0b9d3391141,1.0,"cook, prepare meals for sale, like rice and beans and soya beans cake(awara) preparing of foods for sales rice , beans and awara.",5212
2fda012c42404409a175df2a75d3726b211,1.0,"trader-buying and selling of raw foods , snacks, cooking ingredients and cosmetics buying and selling ofselling of raw foods , snacks, cooking ingredients and cosmetics",5211
2fda012c42404409a175df2a75d3726b221,1.0,"trader-buying and selling of cooking ingredients, such as grinded, pepper, salt, cubic maggi, potassium, locust beans(daddawa), palm oil groundnut oil and onion selling of cooking ingredients, such as grinded, pepper, salt, cubic maggi, potassium, locust beans(daddawa), palm oil groundnut oil and",5211
03d27ed1a65f4d16b6deca70950360c8111,1.0,"trader- buying and selling of sugar,cassava garri, raw rice and beans buying and selling of,cassava garri, raw rice and beans",5211
03d27ed1a65f4d16b6deca70950360c8121,1.0,"cook- preparing of rice and beans,macroni, spaghetti, stew meat  for sale. cooking rice and beans with stew for sale",5212
03d27ed1a65f4d16b6deca70950360c8141,1.0,"cooks- preparing food for sale, like rice and beans with stew and spaghetti and macroni cooking of food for sale, like rice and beans with stew ,spaghetti , macroni and meat",5212
26a6d26011ff47a186fa1c81dd6c90b8211,1.0,motorcycle driver-taking people from one place to another for money transporting people for money using motorcycle,8321
26a6d26011ff47a186fa1c81dd6c90b8221,1.0,cook-prepare soya beans cake(awara) for money frying of soya beans cake for money,5212
44fea32d7cbe427ea8e0fd932c6556c7111,1.0,"mixed crop farming- farming of crops like millet, zobo and groundnut ploughing and tilling of soil, planting and taking organic manure to farm",6111
ea65066d02c94499851230786b2017ac121,1.0,livestock production for sales raising of goats and local chickens for sales,6121
46c53e90261740aeab1da7bcde268226111,1.0,"mixed crop farming and livestock production for sales growing of groundnut, sesame seeds and millet for sales",6111
46c53e90261740aeab1da7bcde268226121,1.0,buying and selling of tigernuts buying and selling of tigernuts,5211
b9046c72ce134e268f2800207608f078211,1.0,"retail trading of kitchen utensils buying and selling of kitchen utensils like food flask, plates,kettles, etc",5211
b9046c72ce134e268f2800207608f078221,1.0,food processing of groundnut cake and extraction of groundnut oil for sales making of groundnut cake and extraction of groundnut oil for sales,8160
b9046c72ce134e268f2800207608f078231,1.0,mixed crop farming for sales and household consumption planting of groundnuts and bambara nuts for the household,6111
39972a372bc54531b4c38356bbaac382111,1.0,gathering of fire wood for sales gathering of fire wood from the farm for sales,9624
39972a372bc54531b4c38356bbaac382131,1.0,"mixed crop farming for sales and household consumption growing of groundnut, sesame seeds, millet and guinea corn for sales and household consumption",6114
39972a372bc54531b4c38356bbaac382141,1.0,trashing of millet and groundnut for pay trashing of millet and groundnut for pay,8160
c1fa0f3c8acc4e858a6187eb968823af111,1.0,pumping of bohole water for sale with a pumping mechine within the village pumping of bohole water for sale with a pumping mechine within the village,8113
c1fa0f3c8acc4e858a6187eb968823af121,1.0,frying of akara(qosai) and selling within the house frying and selling of akara within the house home made,9411
97df43c1dcf341fb82ca6bec24fde2b7211,1.0,selling of phone assessories in the market selling of case and phones accessories within the market of the community,4223
97df43c1dcf341fb82ca6bec24fde2b7221,1.0,"a grinder,grinding of tomatoes and pepper onions within the house grinding of vegetables and tomatoes, pepper and onions for consumption",8160
dff242b97e2740c09824c679f53e7309111,1.0,(an okada rider) driving of a commercial motorcycle driving of a commercial motorcycle from the village to the main street of the local government,8321
dff242b97e2740c09824c679f53e7309121,1.0,rearing of livestock and animals rearing of animals livestocks mainly for sales in the market and some for consumption,6121
761f26cc52e14b8fa5737c67f1dfcef1111,1.0,"mixed crop farming and livestock production for sales and household consumption growing of rice, maize,raising of goats and sheeps for sales and household consumption",6130
761f26cc52e14b8fa5737c67f1dfcef1121,1.0,livestock production for sales raising of goats and local chickens for sales,6121
761f26cc52e14b8fa5737c67f1dfcef1131,1.0,domestic worker fetching of water and washing plates for household,9111
97c1925f12de4a94b6c39452a58309c8511,1.0,crop farming of rice growing of rice for sales and household consumption,6111
97c1925f12de4a94b6c39452a58309c8521,1.0,food processing of soya beans cake wara for sales making of soya beans cake wara for sales,5212
97c1925f12de4a94b6c39452a58309c8531,1.0,household helper fetching of water and sweeping for household,9111
97c1925f12de4a94b6c39452a58309c8541,1.0,sales of soya beans cake wara for the household sales of soya beans cake wara for household,5212
97c1925f12de4a94b6c39452a58309c8571,1.0,rice irrigation farming growing of rice for sales and household consumption,6111
5dd15dc200a24a609b09ea334390590d111,1.0,"mixed crop farming and livestock production growing of rice, cassava and raising of goats, sheeps for sales",6111
5dd15dc200a24a609b09ea334390590d121,1.0,food processing of local paddy rice gumi for sales food processing of local paddy rice for sales,8160
5dd15dc200a24a609b09ea334390590d131,1.0,construction of building structures building of houses structures for people,9313
5dd15dc200a24a609b09ea334390590d141,1.0,mixed crop farming for sales and household consumption watering of rice irrigation farming,6111
5dd15dc200a24a609b09ea334390590d151,1.0,mixed crop farming activities growing of rice and cassava for sales,6111
5dd15dc200a24a609b09ea334390590d161,1.0,selling of processed local paddy rice (gumi) selling of processed local paddy rice gumi,5221
5dd15dc200a24a609b09ea334390590d171,1.0,mixed crop farming for sales and household consumption watering of rice irrigation farm,6111
0d07c6deda6546809e940c04e4a4af59211,1.0,"mixed crop  farming and livestock production for sales and household consumption growing of rice, cassava, vegetables ,and sheeps for sales raising cattles",6130
0d07c6deda6546809e940c04e4a4af59221,1.0,"buying and selling of soup ingredients buying and selling of soup ingredients like onions, vegetables leaves, pepper etc",5211
0d07c6deda6546809e940c04e4a4af59231,1.0,"whole sales and retail trading of provisions selling of provisions like milk, bournvita, sugar, maggi, detergents etc for someone for pay",5211
0d07c6deda6546809e940c04e4a4af59241,1.0,"irrigation farming of rice growing of rice, cassava and vegetables leaves for sales",6111
0d07c6deda6546809e940c04e4a4af59261,1.0,"mixed crop farming for sales and household consumption growing of rice, cassava and vegetables leaves",6111
0d07c6deda6546809e940c04e4a4af59271,1.0,"domestic worker cooking of food, washing of plates and sweeping for household",9111
0d07c6deda6546809e940c04e4a4af59281,1.0,"irrigation farming of rice, cassava and vegetables leaves watering of nursery rice for irrigation farming",6111
0d07c6deda6546809e940c04e4a4af59291,1.0,domestic worker fetching of water and sweeping for household,9111
2ab8d73012744405825e700c6c3b401b211,1.0,"mixed crop farming for sales and household consumption growing of rice, water melons,cassava and raising of cattles for sales",6130
2ab8d73012744405825e700c6c3b401b221,1.0,food processing of local paddy rice for sales food processing of local paddy rice for sales,8160
2ab8d73012744405825e700c6c3b401b231,1.0,"mixed crop farming for sales and household consumption growing of rice, water melons and cassava tuber for sales",6114
2ab8d73012744405825e700c6c3b401b241,1.0,"mixed crop farming for sales and household consumption growing of rice, water melons and cassava for sales",6114
2ab8d73012744405825e700c6c3b401b251,1.0,"mixed crop farming for sales and household consumption growing of rice,water melons and cassava for sales",6114
2ab8d73012744405825e700c6c3b401b261,1.0,"livestock production for sales raising of cattles, goats and sheeps for the household",6121
2ab8d73012744405825e700c6c3b401b271,1.0,food processing of local paddy rice for sales food processing of local paddy rice for sales,8160
4ddd8982445f42a3a4c26fd441668284111,1.0,fresh water fishing job fish hunting using net and canoe mainly for sale,6340
4ddd8982445f42a3a4c26fd441668284121,1.0,"livestock and poultry farming business rearing of local livestock such as goats, chicken",6121
4ddd8982445f42a3a4c26fd441668284161,1.0,"fish processing and selling business purchase of raw fish,frying/processing and selling business",7511
4a52ad419a5d4f47a76d6ec1c1478a2c121,1.0,"rearing of animals livestock goats,sheeps,cows ans also chickens rearing of animals livestock goats,sheeps,cows ans also chickens",6121
4a52ad419a5d4f47a76d6ec1c1478a2c131,1.0,irrigation farming(farming and harvesting of rice both for house consumption and for sales. irrigation farming(farming and harvesting of rice both for house consumption and for sales.,6111
4a52ad419a5d4f47a76d6ec1c1478a2c141,1.0,irrigation farming(farming and harvesting of rice both for house consumption and for sales. irrigation farming(farming and harvesting of rice both for house consumption and for sales.,6111
4a52ad419a5d4f47a76d6ec1c1478a2c151,1.0,irrigation farming(farming and harvesting of rice both for house consumption and for sales. irrigation farming(farming and harvesting of rice both for house consumption and for sales.,6111
4a52ad419a5d4f47a76d6ec1c1478a2c161,1.0,irrigation farming(farming and harvesting of rice both for house consumption and for sales. irrigation farming(farming and harvesting of rice both for house consumption and for sales.,6111
4a52ad419a5d4f47a76d6ec1c1478a2c171,1.0,irrigation farming(farming and harvesting of rice both for house consumption and for sales. irrigation farming(farming and harvesting of rice both for house consumption and for sales.,6111
4a52ad419a5d4f47a76d6ec1c1478a2c191,1.0,selling of cold zobo and pure water within and outside the house in the village selling of cold zobo and pure water within and outside the house in the village,9411
4a52ad419a5d4f47a76d6ec1c1478a2c1101,1.0,"(a tailor)tailoring,sewing of women and children clothes (a tailor)tailoring,sewing of women and children clothes",7531
bfca686d4ae642eaa30a1e8ea65f9696111,1.0,irrigation farming(farming and harvesting of rice both for house consumption and for sales. irrigation farming(farming and harvesting of rice both for house consumption and for sales.,6111
bfca686d4ae642eaa30a1e8ea65f9696131,1.0,"help in household domestic activities like fetching water,cooking and sweeping help in household domestic activities like fetching water,cooking and sweeping",5152
bfca686d4ae642eaa30a1e8ea65f9696141,1.0,buying and selling of fresh and dried fishes buying and selling of fresh and dried fishes,5211
bfca686d4ae642eaa30a1e8ea65f9696151,1.0,"help in household domestic activities like fetching water,cooking and sweeping help in household domestic activities like fetching water,cooking and sweeping",5152
bfca686d4ae642eaa30a1e8ea65f9696161,1.0,"help in household domestic activities like fetching water,cooking and sweeping help in household domestic activities like fetching water,cooking and sweeping",5152
46c92eb0baca4804bb0bd5b8dd4aa807211,1.0,irrigation farming(farming and harvesting of rice both for house consumption and for sales. irrigation farming(farming and harvesting of rice both for house consumption and for sales.,6111
46c92eb0baca4804bb0bd5b8dd4aa807221,1.0,"homebase selling of millet,rice and guinea corn within the house homebase selling of millet,rice and guinea corn within the house",5211
f59c5ede30004b35b86e6090b321e42a211,1.0,"a bricklayer,building of houses and commercial shops,, a bricklayer,building of houses and commercial shops,,",7112
f59c5ede30004b35b86e6090b321e42a221,1.0,"buying and selling of rice, millet and guinea corn within the house buying and selling of rice, millet and guinea corn within the house",5211
f59c5ede30004b35b86e6090b321e42a231,1.0,"(a tailor)tailoring,sewing of men and children clothes (a tailor)tailoring,sewing of men and children clothes",7531
f59c5ede30004b35b86e6090b321e42a241,1.0,"help in household domestic activities like fetching water,cooking and sweeping help in household domestic activities like fetching water,cooking and sweeping",5152
f59c5ede30004b35b86e6090b321e42a251,1.0,"help in household domestic activities like fetching water,cooking and sweeping help in household domestic activities like fetching water,cooking and sweeping",5152
b1306fada8dc4b02996120560d20883f111,1.0,"police man-police man petrol the street, keep other and serve as witch dog police man-police man petrol the street, keep other and serve as witch dog",5412
